Rank,Name,Score,Performance,Old Rating(β),Change,New Rating(β)
91,amitani,14097313906,2134,1062,+365,1427
92,kotamanegi,14097177432,2129,1795,+87,1882
93,notkamonohasi,14096782560,2124,0,+1124,1124
94,puvon,14096764468,2119,358,+866,1224
95,wanui,14096551040,2115,2185,+19,2204
96,potato167,14096343658,2110,1558,+131,1689
97,dn6049949,14096051735,2105,2097,+32,2129
98,komori3,14095762113,2101,2073,+33,2106
99,kabipoyo,14095570628,2096,1677,+108,1785
100,qLethon,14095439038,2092,2182,+21,2203
101,otera,14095429917,2087,1386,+224,1610
102,kurakura,14095196589,2083,2238,+17,2255
103,EmK,14095104601,2079,2480,+5,2485
104,boatmuscles,14094628982,2074,1096,+344,1440
105,highjump,14094467483,2070,1991,+38,2029
106,kkktym,14094070664,2066,1434,+178,1612
107,t98slider,14092108652,2061,1874,+51,1925
108,theory_and_me,14092053188,2057,2039,+30,2069
109,takumi152,14090778773,2053,2651,+2,2653
110,kzyKT,14090083967,2049,1613,+108,1721
111,physics0523,14090083967,2045,1857,+50,1907
112,x20,14089912449,2041,1034,+371,1405
113,ChiyosBigDragon,14089775034,2036,2050,+35,2085
114,cirno3153,14089313665,2032,1645,+111,1756
115,merhorn,14088746332,2028,1591,+107,1698
116,i8nd5t,14088738434,2024,1269,+219,1488
117,ikoma,14088738434,2020,1133,+293,1426
118,fugusuki,14088483657,2016,1251,+266,1517
119,m_m,14088407712,2012,1801,+52,1853
120,manta1130,14087681681,2009,248,+857,1105
121,catoon,14087499724,2005,2013,+35,2048
122,i8fbnkyw,14086955623,2001,1463,+136,1599
123,marroncastle917,14086880374,1997,1012,+292,1304
124,nicolen,14086833813,1993,0,+993,993
125,sapphire15,14086696261,1989,1678,+84,1762
126,kuruton456,14086566054,1986,1277,+201,1478
127,HAPPA,14085853601,1982,1501,+109,1610
128,nawa,14085828711,1978,205,+861,1066
129,nasuo,14085219885,1974,2020,+20,2040
130,kaikey,14085185647,1971,1337,+186,1523
131,kkiizz,14085121873,1967,1224,+237,1461
132,toame,14084876618,1963,2678,+1,2679
133,longrun,14084754994,1960,1757,+52,1809
134,Navier_Boltzmann,14084540832,1956,0,+956,956
135,peroon,14084425127,1952,1788,+58,1846
136,itigo,14084406939,1949,1910,+52,1962
137,masayoshi64,14083724136,1945,1498,+124,1622
138,takytank,14083593516,1942,1854,+32,1886
139,Kyo_s_s,14083489786,1938,1510,+112,1622
140,sumoooru,14083300208,1935,2330,+5,2335
141,saky0080,14083246856,1931,1335,+147,1482
142,Yu_212,14083237641,1928,2172,+12,2184
143,nahco314,14083184359,1924,1571,+86,1657
144,moririn2528,14083184359,1921,1335,+160,1495
145,Hyado,14083184359,1917,598,+552,1150
146,shindannin,14082533910,1914,1968,+26,1994
147,near12,14081491759,1911,1251,+175,1426
148,ktr216,14081304473,1907,803,+374,1177
149,kaz49bz,14081272139,1904,1803,+43,1846
150,bqn,14080842422,1901,1607,+68,1675
151,phyllo,14080677220,1897,2196,+10,2206
152,LayCurse,14080591422,1894,1908,+38,1946
153,nuts,14080471444,1891,2047,+14,2061
154,rin204,14080194904,1887,1566,+76,1642
155,ir_1st_vil,14080194904,1884,1433,+106,1539
156,tos,14079744321,1881,0,+881,881
157,SugarDragon5,14079340709,1878,1192,+200,1392
158,NKT,14079155614,1874,2105,+16,2121
159,lucifer1004,14078854982,1871,1446,+117,1563
160,Pech1,14078853515,1868,1282,+164,1446
161,fky_,14075934308,1865,2044,+18,2062
162,primenumber_zz,14074444498,1861,954,+275,1229
163,muratahiromu,14073414716,1858,0,+858,858
164,iaNTU,14073236029,1855,2342,+5,2347
165,chro4896,14072291947,1852,1088,+224,1312
166,arc,14070430353,1849,1587,+73,1660
167,frugq,14066498588,1846,317,+689,1006
168,platinum,14065298061,1843,1231,+161,1392
169,ecasdqina,14063504299,1840,868,+352,1220
170,Ack61,14062300568,1836,1195,+199,1394
171,theanine,14061109780,1833,1146,+235,1381
172,c7c7,14059211273,1830,3004,+0,3004
173,Bondo416,14059056749,1827,1313,+117,1430
174,yuly3,14058723429,1824,897,+311,1208
175,Kahuka,14058318580,1821,1604,+54,1658
176,Shun_PI,14055402193,1818,2522,+1,2523
177,Lafolia,14055323577,1815,1396,+113,1509
178,yamake,14052678481,1812,1383,+101,1484
179,kento_maeda,14050511964,1809,642,+461,1103
180,carrot46,14049176103,1806,2207,+5,2212
181,uwi,14044002292,1803,1925,+35,1960
182,Eguy,14042263615,1800,1141,+197,1338
183,miku,14041026824,1797,1797,+24,1821
184,mikam,14038701555,1794,1312,+145,1457
185,tabae326,14038316708,1792,1465,+74,1539
186,miscalculation53,14038091817,1789,725,+375,1100
187,ransewhale,14038091817,1786,1085,+185,1270
188,ssvb,14038091817,1783,721,+402,1123
189,toshihoge,14033217925,1780,0,+780,780
190,sca1l,14032441063,1777,1349,+93,1442
191,yasuwo,14032089024,1774,1275,+148,1423
192,maeda3,14031676785,1771,1711,+31,1742
193,rosso01,14030927646,1768,1405,+78,1483
194,bokusunny,14029598779,1766,0,+766,766
195,tacomea,14029427242,1763,55,+750,805
196,nrvft,14024563347,1760,2264,+2,2266
197,iscsi,14023955977,1757,0,+757,757
198,N_hara,14019785020,1754,1145,+175,1320
199,momo_li,14019717464,1751,0,+751,751
200,reew2n,14011720091,1749,1620,+67,1687
201,tonakai,14009205189,1746,1265,+108,1373
202,aonama,14004809470,1743,1421,+76,1497
203,Moegi,14000939329,1740,1806,+24,1830
204,Yuki_B,13999469015,1738,1993,+12,2005
205,Yoika,13995210586,1735,1077,+167,1244
206,Tatsuyaaaa,13983280695,1732,1130,+175,1305
207,hiratai,13982556352,1729,2077,+6,2083
208,PCTprobability,13975994712,1727,870,+254,1124
209,shihaka,13960658741,1724,1331,+91,1422
210,Kepler,13952032618,1721,858,+280,1138
211,MtSaka,13946421268,1718,1176,+135,1311
212,OjiCoder,13943924308,1716,1597,+61,1658
213,MarioChao,13943315658,1713,775,+295,1070
214,KKT89,13940963000,1710,1559,+39,1598
215,Tiramister,13939341672,1708,690,+378,1068
216,KY2001,13936633995,1705,1558,+60,1618
217,jjjjjjjtgpptmjj,13934330871,1702,1741,+26,1767
218,minaminao,13933024793,1700,0,+700,700
219,aaaaaaaaaa2230,13931658236,1697,1185,+126,1311
220,tcltk,13930883784,1694,1224,+117,1341
221,hahho,13917323561,1692,17,+688,705
222,White_Green,13917323561,1689,1135,+155,1290
223,reg7777,13917323561,1686,1801,+19,1820
224,MatsuTaku,13917323561,1684,1725,+36,1761
225,obakyan,13917323561,1681,1070,+168,1238
226,ccppjsrb,13917323561,1679,1593,+46,1639
227,rastel,13910107974,1676,895,+240,1135
228,iry,13910021722,1673,31,+671,702
229,yatabis,13909839856,1671,1435,+51,1486
230,emthrm,13909746874,1668,2045,+8,2053
231,tnktemp,13909648877,1666,0,+666,666
232,zatt,13906752944,1663,1621,+29,1650
233,Shiro_S,13902004089,1660,1376,+68,1444
234,YamagenSakam,13901641116,1658,1898,+13,1911
235,tunehira,13899935581,1655,1457,+49,1506
236,WA_TLE,13899915264,1653,2933,+0,2933
237,nishigake,13899875916,1650,1134,+153,1287
238,sgsw,13899778969,1648,121,+640,761
239,KowerKoint,13899368835,1645,0,+645,645
240,oka111111101,13899313175,1643,84,+643,727
241,youngsystem,13898804493,1640,0,+640,640
242,sumochi,13898488962,1638,1079,+145,1224
243,Akari__,13894514879,1635,1572,+38,1610
244,zyxwv,13887020037,1633,0,+633,633
245,kotatsugame,13885749353,1630,2026,+8,2034
246,snow39,13885749353,1628,1925,+11,1936
247,tokumini,13885749353,1625,1218,+104,1322
248,lemondo,13885749353,1623,1210,+118,1328
249,cottoncotton,13885749353,1620,2112,+3,2115
250,makio93,13885749353,1618,1167,+106,1273
251,l_ength,13885749353,1615,1927,+10,1937
252,Joe75792433,13885749353,1613,438,+444,882
253,Strorkis,13885749353,1610,1559,+30,1589
254,xyz600,13881262959,1608,2031,+4,2035
255,hamuhei4869,13880313428,1605,1442,+47,1489
256,C7BMkOO7Qbmcwck7,13860096101,1603,2369,+1,2370
257,hte,13841066011,1600,1774,+24,1798
258,fgwiebfaoish,13841048806,1598,2096,+3,2099
259,pengin,13840234495,1595,1511,+51,1562
260,rs02,13838731708,1593,1892,+13,1905
261,qxa,13832195600,1590,1422,+61,1483
262,jutama,13800730921,1588,1946,+11,1957
263,WuYanru,13800128048,1586,0,+586,586
264,nikuroll,13787609031,1583,2038,+4,2042
265,shijiuwan,13783662418,1581,0,+581,581
266,ao1415,13753558493,1578,1527,+46,1573
267,Risen,13626354855,1576,1957,+6,1963
268,ansain,13587581651,1574,1702,+23,1725
269,hirokazu1020,13543392679,1571,1923,+12,1935
270,hukinorin,13526407369,1569,1304,+81,1385
271,ntk_ta01,13481776379,1566,1355,+48,1403
272,daut,13476667178,1564,1251,+76,1327
273,ebi_fly,13472118124,1561,0,+561,561
274,a01sa01to,13449865612,1559,1272,+64,1336
275,riano_,13448942142,1557,1580,+45,1625
276,beta,13421759773,1554,1046,+132,1178
277,jijiji,13421553138,1552,705,+299,1004
278,Aqua3k,13420654737,1550,1468,+35,1503
279,scol,13416063260,1547,1412,+51,1463
280,Kazu1998k,13412252147,1545,1509,+31,1540
281,jkdorayaki,13406648318,1542,527,+376,903
282,magurofly,13405657218,1540,1093,+103,1196
283,fetetriste,13391049156,1538,1945,+7,1952
284,zssa,13386840376,1535,457,+411,868
285,kwrig,13372430215,1533,1075,+144,1219
286,kt_tenel,13282892339,1531,1403,+69,1472
287,ks2m,13280859698,1528,1936,+4,1940
288,tokotoko7777,13246758450,1526,1586,+44,1630
289,shim0,13186671739,1524,1694,+17,1711
290,Hec,13175446071,1521,1491,+45,1536
291,falc8000,13173787854,1519,1423,+48,1471
292,poka,13173787854,1517,1316,+61,1377
293,oyaki,13162424843,1514,914,+151,1065
294,plcherrim,13135445567,1512,1677,+15,1692
295,krps,13135234241,1510,1332,+67,1399
296,yosh1,13070670834,1507,1201,+89,1290
297,Nekomimimi,13048672248,1505,1709,+26,1735
298,sangonana,13047316624,1503,1122,+84,1206
299,katonyonko,13012949378,1500,1223,+77,1300
300,stng,12978345984,1498,0,+498,498
301,uuuu_s,12970984655,1496,1273,+60,1333
302,ogawakun,12937812573,1493,196,+485,681
303,naname,12929851047,1491,679,+258,937
304,falanga,12893712975,1489,933,+189,1122
305,aka12,12857424335,1486,1442,+34,1476
306,kacho65535,12836739059,1484,1322,+59,1381
307,KBTIT,12829947400,1482,1225,+62,1287
308,delta71,12798288126,1480,1150,+71,1221
309,chomonolis,12793877902,1477,1552,+24,1576
310,tsuinatomikku,12781749023,1475,1063,+112,1175
311,keroru,12769309825,1473,1359,+31,1390
312,Nanashima,12729763620,1470,1123,+99,1222
313,arad,12726926146,1468,418,+358,776
314,kyo1,12723179314,1466,1508,+26,1534
315,mayocorn,12707411067,1464,0,+464,464
316,yahoobb,12694852956,1461,1462,+28,1490
317,allegrogiken,12684627577,1459,1464,+27,1491
318,rlangevin,12679960527,1457,0,+457,457
319,Programmerryoki,12666819060,1454,1101,+81,1182
320,ToastUz,12658345492,1452,1807,+9,1816
321,ryo_n,12652072640,1450,1419,+31,1450
322,shoichi,12638827352,1448,1010,+133,1143
323,umezo,12637526439,1445,1510,+29,1539
324,satanic0258,12636518778,1443,2051,+2,2053
325,simetuha,12631715092,1441,974,+126,1100
326,makibishi0212,12625360447,1438,1926,+4,1930
327,sbite,12623396410,1436,1743,+12,1755
328,Tyranno,12621286900,1434,1528,+26,1554
329,mn_7545,12611976018,1432,1445,+42,1487
330,SuppliLion,12609793815,1429,686,+257,943
331,hamray,12608478691,1427,443,+340,783
332,sasayu,12608243118,1425,1193,+86,1279
333,ue1221,12606337641,1423,1500,+25,1525
334,zauberer,12606337641,1420,1805,+12,1817
335,hashiya8,12606337641,1418,1547,+23,1570
336,NakahashiNakashi,12604781648,1416,1208,+60,1268
337,meltice,12604781648,1414,1216,+64,1280
338,fmhr,12603817099,1411,1582,+17,1599
339,puyopop,12603597699,1409,1185,+59,1244
340,ogino,12603165484,1407,454,+347,801
341,vistoron15,12603165484,1405,1022,+94,1116
342,kemkemG0,12603165484,1402,1152,+69,1221
343,chao114,12603165484,1400,0,+400,400
344,gucci0512,12603165484,1398,0,+398,398
345,Romann,12603165484,1396,1592,+17,1609
346,wanggaoxng,12603165484,1393,0,+393,393
347,yifeixu,12603165484,1391,0,+391,391
348,Nichi10p,12603165484,1389,412,+331,743
349,a9ua1i0n,12603165484,1387,726,+201,927
350,xuyifei,12603165484,1384,0,+385,385
351,reverd,12603165484,1382,179,+441,620
352,futonking,12603165484,1380,184,+439,623
353,N1flheimr,12603165484,1378,213,+432,645
354,ramdos,12603165484,1375,1053,+79,1132
355,bayashi_cl,12602978719,1373,767,+151,918
356,altairrr,12602857826,1371,1508,+21,1529
357,cocomoff,12602725333,1369,1112,+79,1191
358,maki_glenscape,12602721505,1366,1139,+52,1191
359,such_that,12602645471,1364,656,+243,899
360,ryuusagi,12602645471,1362,1406,+23,1429
361,samoshi,12602645471,1360,1109,+83,1192
362,gyouzasushi,12602610565,1357,1869,+4,1873
363,uminorosujin,12602525417,1355,2013,+2,2015
364,hashimoto76,12602523441,1353,0,+356,356
365,ttttan,12602465243,1351,1386,+28,1414
366,arimatti,12602465243,1348,1657,+9,1666
367,Taisei2001,12602465243,1346,971,+104,1075
368,cubinglover,12602465243,1344,31,+381,412
369,yagumana,12602465243,1342,923,+110,1033
370,otsuneko,12602465243,1339,1489,+18,1507
371,watarimaycry2,12602465243,1337,1016,+87,1103
372,judgelaw,12602465243,1335,1161,+57,1218
373,gmmtea,12602465243,1333,1044,+59,1103
374,zezero,12602465243,1330,1223,+38,1261
375,shakayami,12602465243,1328,379,+295,674
376,yk109,12602465243,1326,1331,+26,1357
377,zenito9970,12602465243,1324,437,+317,754
378,kekenx,12602465243,1321,0,+329,329
379,setsuna,12602465243,1319,0,+327,327
380,mikecat,12602465243,1317,1318,+35,1353
381,forest3,12602465243,1315,791,+127,918
382,sk461,12602465243,1312,944,+87,1031
383,RedyYuh,12602465243,1310,997,+70,1067
384,catworld,12602465243,1308,0,+318,318
385,Maki_python,12602328774,1306,370,+291,661
386,strangerxxx,12602243955,1303,0,+314,314
387,graythunder,12602243955,1301,0,+312,312
388,Natsuserina,12602242311,1299,173,+391,564
389,prd_xxx,12602225026,1296,2014,+1,2015
390,gojira_ku,12602016028,1294,1472,+16,1488
391,tktk_snsn,12602016028,1292,1150,+59,1209
392,Ryoga_exe,12602016028,1290,1216,+50,1266
393,nephrologist,12602016028,1287,1358,+21,1379
394,rmizuta,12602016028,1285,1624,+9,1633
395,mi_ya,12602016028,1283,163,+383,546
396,bit_zentansaku,12602016028,1281,193,+354,547
397,Junmori,12602016028,1278,802,+129,931
398,Hachimori,12602016028,1276,1518,+15,1533
399,laczil,12602016028,1274,902,+117,1019
400,Alex0724,12602016028,1271,342,+333,675
401,shin1998,12602016028,1269,0,+288,288
402,sixth_sense,12601973815,1267,0,+287,287
403,TowersofHanoi,12601903285,1265,1755,+4,1759
404,K_K_,12601555044,1262,132,+368,500
405,startagain,12601152571,1260,1088,+75,1163
406,n0ma_ru,12600960358,1258,1438,+11,1449
407,gamelove765,12600933670,1255,1147,+66,1213
408,haruharuwild,12600933670,1253,975,+114,1089
409,iiko11,12600739010,1251,221,+358,579
410,takumat,12600158564,1248,994,+72,1066
411,Micc,12600106695,1246,551,+238,789
412,tishii24,12600106695,1244,828,+110,938
413,YunaMana,12600106695,1241,1269,+22,1291
414,moepy_stats,12600106695,1239,719,+159,878
415,abab,12600106695,1237,599,+217,816
416,seiyu0225,12600106695,1235,52,+315,367
417,kota0501,12600106695,1232,458,+241,699
418,aoking,12600106695,1230,549,+185,734
419,Eto_420,12600106695,1228,0,+260,260
420,PSL24251284,12600106695,1225,0,+258,258
421,akasia_midori,12600106695,1223,0,+257,257
422,maronu,12599835049,1220,311,+294,605
423,rui_er,12599835049,1218,606,+168,774
424,take000,12599835049,1216,998,+83,1081
425,fumin29,12599835049,1213,0,+251,251
426,shu8Cream,12599835049,1211,1048,+47,1095
427,n_knuu,12599835049,1209,1005,+82,1087
428,SHIOMARU,12599835049,1206,663,+146,809
429,Risebbit,12599835049,1204,52,+294,346
430,Manuel1024,12599577888,1202,1137,+30,1167
431,Kagemeka,12599577888,1199,93,+317,410
432,koryou,12599577888,1197,760,+137,897
433,ShunSK210328,12599577888,1194,1289,+19,1308
434,tomu106,12599577888,1192,786,+125,911
435,Akijin_007,12599577888,1190,1403,+17,1420
436,tellur,12599577888,1187,1061,+59,1120
437,nizi24,12599577888,1185,0,+234,234
438,mdstoy,12599577888,1182,1597,+3,1600
439,nnfnameko,12599577888,1180,0,+231,231
440,sorobannist,12599577888,1178,71,+290,361
441,AT274,12599577888,1175,1382,+31,1413
442,sj0389,12599577888,1173,0,+227,227
443,negoto_coder,12599577888,1170,759,+147,906
444,korogisu,12599577888,1168,176,+316,492
445,moshi777,12599577888,1165,36,+258,294
446,xsd,12599577888,1163,1325,+20,1345
447,kit84,12599577888,1161,1276,+15,1291
448,HyperToy,12599577888,1158,492,+188,680
449,Taichicchi,12599577888,1156,329,+260,589
450,jbyxm,12599577888,1153,1186,+27,1213
451,cl17,12599577888,1151,0,+214,214
452,Gobi,12599577888,1148,1886,+1,1887
453,fukashin,12599577888,1146,316,+259,575
454,YutoCT,12599577888,1143,36,+246,282
455,ohgoo,12599577888,1141,0,+209,209
456,shamio,12599577888,1138,1996,+1,1997
457,hima398,12599354506,1136,784,+132,916
458,yniji,12599341045,1133,0,+205,205
459,muse,12598978191,1131,1043,+38,1081
460,bayashiko,12598778312,1128,1535,+7,1542
461,US_cube,12598778312,1125,1556,+5,1561
462,yakisoba_tabetai,12598778312,1123,395,+208,603
463,nyst,12598778312,1120,1322,+15,1337
464,yukiok2,12598778312,1118,109,+273,382
465,nisui258,12598778312,1115,1495,+6,1501
466,agridrama,12598778312,1113,1187,+35,1222
467,gara_gara,12598778312,1110,0,+194,194
468,malton,12598311472,1107,629,+143,772
469,negibose2020,12597991640,1105,1361,+9,1370
470,jj1guj,12597329269,1102,1075,+33,1108
471,minordaimyo,12597329269,1100,0,+189,189
472,ebicochineal,12597137761,1097,2328,+0,2328
473,Ravenfield,12597137761,1094,338,+234,572
474,take911,12596204136,1092,1347,+10,1357
475,UMRgurashi,12596204136,1089,952,+53,1005
476,mkmkmkmk,12596204136,1086,0,+183,183
477,aai,12594657102,1084,0,+181,181
478,hasegn,12584125447,1081,161,+267,428
479,fujiringo,12571666364,1078,907,+75,982
480,keserasera_77,12543788231,1076,1503,+5,1508
481,atsushi015,12443542084,1073,563,+153,716
482,rhincodon66,12316439992,1070,1681,+1,1682
483,Medakaa,12160969976,1067,734,+113,847
484,dsytk7,12129648709,1065,1867,+1,1868
485,mitsunoir,11875092788,1062,1124,+35,1159
486,DFNasutarou,11810950344,1059,1274,+18,1292
487,nu50218,11700690726,1056,154,+253,407
488,chudanu,11652136709,1054,1857,+0,1857
489,shun2741,11645093223,1051,1639,+3,1642
490,AC961009,11618509213,1048,326,+244,570
491,mark_0802,11531303179,1045,0,+165,165
492,biones,11419600146,1042,0,+164,164
493,tt829,11250743120,1039,1464,+6,1470
494,t104,11097322969,1037,1412,+9,1421
495,drogskol,11057998829,1034,1570,+5,1575
496,hotpepsi,10643075039,1031,1332,+21,1353
497,tirol30,10025495682,1028,1155,+21,1176
498,koikotya,9863164336,1025,1594,+6,1600
499,gotanto,9597454332,1022,208,+246,454
500,momoli,9506229515,1019,0,+154,154
501,koneco,9499844946,1016,1675,+2,1677
502,sugu,9444005871,1013,599,+148,747
503,DrShirokami,9274719522,1010,133,+202,335
504,miau,9194932421,1007,1136,+13,1149
505,tomok1,9190885832,1004,150,+224,374
506,tmrd,9181387536,1001,49,+189,238
507,shogo314,8805134152,998,1231,+14,1245
508,karinohito,8788265568,995,1348,+6,1354
509,imuraya,8783674585,992,1468,+3,1471
510,daisetsuzan,8772326673,989,0,+143,143
511,math,8590435140,986,1021,+42,1063
512,august14,8554424118,983,2501,+0,2501
513,th90tk297,8388975950,980,1090,+31,1121
514,side,8121183362,976,1190,+10,1200
515,DEKA1066,7949073628,973,0,+138,138
516,ekaraage,7892716822,970,462,+156,618
517,mtrh,7881380223,967,1247,+13,1260
518,KatoufujiB,7687027409,963,0,+134,134
519,nono00,7503305533,960,0,+133,133
520,mymelochan,7470713477,957,437,+154,591
521,yidish,7447947449,954,217,+218,435
522,tuna_mayo,7444945647,950,0,+130,130
523,spa15332,7155424959,947,860,+64,924
524,kaede2020,7127115684,944,1369,+4,1373
525,ochiaigawa,7082240321,940,789,+62,851
526,brthyyjp,7017483658,937,971,+27,998
527,terrafarm,6893463358,933,1085,+16,1101
528,Kichico,6744952878,930,768,+46,814
529,Noruno,6654843969,926,598,+112,710
530,Rssll_Krkgrd,6648510747,923,1394,+6,1400
531,TakeruOkuyama,6629456419,919,947,+26,973
532,Dante_Rits,6605452743,916,436,+165,601
533,Aurora2005,6602099561,912,468,+119,587
534,spady,6600871568,909,1062,+15,1077
535,m_asa_o,6600871568,905,971,+29,1000
536,polyester,6600871568,901,643,+62,705
537,SDESTINY,6600871568,898,1110,+13,1123
538,tukitoka,6600871568,894,1165,+12,1177
539,takey,6600871568,890,0,+112,112
540,goudezhao,6600871568,886,1387,+3,1390
541,temnam,6600871568,882,675,+66,741
542,AtYasuda,6600871568,879,0,+109,109
543,fazy,6600871568,875,0,+108,108
544,natch,6600871568,871,0,+107,107
545,huurou,6600871568,867,0,+105,105
546,takechanman_,6600871568,863,702,+55,757
547,boreng,6600871568,859,0,+103,103
548,Endered,6600871568,855,0,+102,102
549,runk20,6600871568,851,0,+101,101
550,sotaira,6600871568,846,0,+100,100
551,WooCie,6600871568,842,0,+99,99
552,tayu0110,6600871568,838,523,+104,627
553,pytran,6600871568,834,777,+59,836
554,SMDTU,6600871568,829,626,+67,693
555,xct,6600871568,825,0,+95,95
556,horoyoisawa,6599844680,821,0,+94,94
557,soitakahashi,6586084750,816,1057,+15,1072
558,mkawa2,6583916183,812,803,+43,846
559,mbo57,6535185081,807,660,+87,747
560,saikatoto,6535185081,802,447,+114,561
561,km1234,6533792201,798,1187,+7,1194
562,mazihang2022,6500070181,793,557,+84,641
563,UltimateBlacktea,6494004515,788,184,+133,317
564,iwbch,6493585681,783,758,+55,813
565,atchi_coder,6476472218,779,0,+85,85
566,s_shohei,6476184828,774,889,+47,936
567,r3yohei,6435786113,769,0,+83,83
568,Koki_tkg,5440807527,764,1061,+10,1071
569,420801,5212828975,758,0,+80,80
570,hrokamo,4355516604,753,1089,+8,1097
571,TakahiroNakamori,4069494459,748,571,+92,663
572,yang_kangfashi,3568204953,743,0,+77,77
573,yzy_kangfashi,3450951991,737,0,+76,76
574,duo112,3444684769,732,0,+75,75
575,ricetta,3437810356,726,490,+60,550
576,taio,3437810356,720,19,+90,109
577,madoka,2875061279,714,1001,+11,1012
578,tainto,2761676000,709,0,+71,71
579,Sueh,2570777203,703,706,+31,737
580,rinrion,2570777203,697,1192,+2,1194
581,sin471,2570777203,690,122,+115,237
582,emankcin,2570777203,684,1166,+3,1169
583,sepa_38,2044391363,678,962,+16,978
584,dragoon8192,2024139349,671,0,+65,65
585,glycine,1934420144,665,1084,+8,1092
586,nao_que,1807591002,658,194,+116,310
